obs,tiempo,infiel,valmat,edad,anoscas,hijos,relig,educ,ocmujer,ochombre
524,1.333333,1,5,27,6,0,3,14,3,4
525,0.1666666,1,4,22,6,0,3,14,3,3
526,2.7151508,1,2,32,16.5,5.5,2,12,3,2
527,3.1999998,1,4,22,2.5,1,2,14,2,4
528,0.5326087,1,5,37,23,4,3,12,3,3
529,0.2692307,1,4,32,13,3,2,12,3,5
530,1.1878777,1,4,32,16.5,2,2,12,3,4
531,0.5833333,1,4,27,6,1,2,17,3,5
532,3.2307692,1,2,27,13,2,3,12,5,5
533,1.1878777,1,4,37,16.5,2,2,14,4,5
534,3.2666645,1,4,27,6,0,4,16,4,6
535,0.1521739,1,4,37,23,3,3,12,5,3
536,38.3999939,1,3,27,2.5,0,1,14,4,6
537,2.1777763,1,3,27,9,1,2,12,3,4
538,0.1521739,1,2,37,23,4,2,12,5,2
539,0.8521735,1,3,37,23,3,3,12,2,2
540,0.0769231,1,3,32,13,2,3,17,4,4
541,1.1878777,1,2,37,16.5,4,3,12,2,4
542,1.333333,1,4,27,9,2,3,12,3,3
543,0.8521735,1,4,42,23,3,3,12,2,2
544,0.5326087,1,5,42,23,3,3,14,3,5
545,2,1,2,27,6,0,2,12,3,5
546,4.7999992,1,1,27,2.5,0,2,16,3,1
547,0.2121212,1,5,32,16.5,2,1,12,3,3
548,2.545454,1,4,32,16.5,3,2,14,4,5
549,0.1666666,1,3,22,6,0,2,12,2,2
550,0.4,1,3,27,2.5,2,2,14,4,4
551,0.3478261,1,3,42,23,1,3,14,3,2
552,0.1521739,1,5,42,23,4,2,14,3,5
553,0.5833333,1,1,27,6,2,2,14,2,3
554,0.2692307,1,4,32,13,2,2,12,2,5
555,0.9423077,1,4,32,13,2,1,12,5,5
556,0.0606061,1,5,32,16.5,3,2,12,2,4
557,0.1521739,1,5,42,23,2,1,20,4,3
558,1.333333,1,4,27,9,2,2,12,3,4
559,2.7151508,1,4,37,16.5,3,3,16,3,2
560,0.7272727,1,5,37,16.5,5.5,1,16,4,4
561,0.8888888,1,3,42,9,2,1,12,4,4
562,0.5833333,1,4,27,6,1,3,14,4,3
563,2.1777763,1,3,27,9,2,3,12,2,4
564,3.2666645,1,4,27,6,2,2,16,5,5
565,2.7151508,1,4,37,16.5,4,3,14,4,5
566,1.1878777,1,4,32,16.5,3,3,14,3,4
567,0.1666666,1,4,27,6,1,2,16,3,5
568,0.8521735,1,5,42,23,2,2,12,4,4
569,0.9423077,1,4,32,13,1,3,14,3,2
570,0.5833333,1,2,27,6,1,2,12,3,2
571,0.4,1,3,22,2.5,0,2,12,3,4
572,4.666666,1,3,27,6,0,2,17,2,4
573,0.3478261,1,5,37,23,4,2,12,3,5
574,2.545454,1,3,32,16.5,3,4,12,5,4
575,4.8999996,1,4,22,2.5,0,2,12,2,2
576,7.4666672,1,2,22,6,2,3,12,5,3
577,0.1111111,1,4,27,9,2,3,14,3,2
578,1.3999996,1,4,22,2.5,0,1,20,6,5
579,0.1521739,1,3,42,23,5.5,4,12,2,5
580,0.5217391,1,3,42,23,3,2,20,6,5
581,3.1999998,1,3,22,2.5,1,3,12,3,2
582,1.333333,1,4,32,9,2,2,14,3,5
583,0.4848484,1,3,32,16.5,1,3,12,3,4
584,11.1999989,1,3,27,6,2,1,14,3,3
585,0.1666666,1,3,27,6,1,3,14,3,4
586,0.0606061,1,4,37,16.5,3,1,14,5,5
587,0.2692307,1,4,32,13,2,2,16,5,6
588,1.3999996,1,3,22,2.5,0,1,17,4,4
589,3.2666645,1,3,27,6,0,3,14,3,4
590,1.826086,1,3,42,23,3,2,14,5,6
591,0.0769231,1,5,32,13,3,3,14,2,2
592,3.1999998,1,5,27,2.5,1,2,14,3,4
593,1.333333,1,3,27,9,3,1,14,3,4
594,16.7999878,1,2,22,2.5,0,2,12,3,4
595,0.5326087,1,1,42,23,5.5,2,12,5,5
596,0.4,1,3,22,2.5,0,1,14,2,4
597,4.8999996,1,4,27,2.5,0,1,17,5,6
598,2.041666,1,5,27,6,0,2,16,3,5
599,2.041666,1,3,27,6,1,2,14,4,4
600,0.5217391,1,2,42,23,1,1,14,3,4
601,7.4666672,1,4,27,6,0,4,14,3,4
602,2.041666,1,3,22,6,1,1,14,3,4
603,1.3999996,1,5,22,2.5,0,2,14,3,5
604,16.7999878,1,3,27,2.5,4,2,14,3,2
605,2,1,4,27,6,3,2,14,2,4
606,1.696969,1,3,32,16.5,2,3,14,3,5
607,7.8399963,1,5,22,2.5,0,3,14,3,6
608,0.9230769,1,5,32,13,1,2,14,3,5
609,4.7999992,1,5,22,2.5,0,3,12,3,2
610,0.9230769,1,3,32,13,2,1,14,3,5
611,0.5217391,1,1,37,23,4,2,12,2,2
612,0.4,1,2,22,2.5,1,3,14,4,4
613,1.826086,1,4,42,23,3,4,12,3,4
614,2.041666,1,4,27,6,2,2,14,5,5
615,0.0606061,1,5,37,16.5,2,4,16,3,4
616,2.041666,1,4,22,6,0,3,12,3,3
617,0.2121212,1,3,32,16.5,3,2,14,5,3
618,2.1777763,1,4,27,9,3,3,12,3,4
619,0.1666666,1,5,27,6,0,1,16,4,4
620,3.2666645,1,2,22,6,3,3,12,3,2
621,0.4,1,5,22,2.5,0,1,16,4,5
622,0.8521735,1,5,42,23,4,4,14,1,6
623,2.1777763,1,4,32,9,1,1,16,4,5
624,11.1999998,1,4,22,2.5,2,3,12,2,2
625,0.8521735,1,3,42,23,5.5,3,14,3,5
626,4.7999992,1,3,22,2.5,1,1,12,5,4
627,2.1777763,1,5,27,9,2,2,17,2,2
628,3.1999998,1,3,22,2.5,0,1,12,2,4
629,0.2692307,1,4,32,13,1,2,12,3,3
630,4.0727262,1,4,37,16.5,1,2,12,3,4
631,0.1111111,1,5,32,9,3,2,17,4,6
632,1.333333,1,4,27,9,1,2,12,2,3
633,4.8999996,1,3,27,2.5,1,3,14,3,2
634,1.3999996,1,2,22,2.5,1,2,16,4,3
635,0.7424242,1,1,42,16.5,5.5,3,14,5,5
636,0.2692307,1,3,27,13,2,2,9,2,4
637,0.5217391,1,4,42,23,3,4,14,3,2
638,7.4666662,1,3,27,9,2,2,12,3,4
639,2.041666,1,3,27,6,2,2,14,3,1
640,0.4,1,5,27,2.5,0,3,14,3,2
641,3.1999998,1,3,27,2.5,0,3,16,3,5
642,0.4,1,3,22,2.5,0,3,16,4,2
643,2.9217386,1,3,42,23,3,1,12,3,3
644,0.1521739,1,5,42,23,2,2,12,2,5
645,4.8999996,1,4,27,2.5,0,1,17,4,4
646,0.1666666,1,5,27,6,0,2,14,3,5
647,0.7272727,1,4,32,16.5,4,2,14,4,4
648,3.2666645,1,4,27,6,0,3,12,3,2
649,2.1777763,1,4,32,9,2,2,14,3,4
650,0.8888888,1,3,27,9,2,1,14,3,4
651,1.3999996,1,3,27,2.5,1,2,16,2,2
652,0.9230769,1,5,27,13,2,2,9,2,4
653,1.5076914,1,2,27,13,2,2,12,3,4
654,0.2121212,1,3,42,16.5,4,2,14,3,5
655,1.3611107,1,3,32,9,2,1,14,3,2
656,0.2692307,1,5,32,13,0,2,12,3,5
657,2.1777763,1,1,27,9,2,2,12,2,4
658,0.9423077,1,3,32,13,3,2,12,3,2
659,1.3999996,1,5,27,2.5,0,3,14,5,5
660,0.1666666,1,4,32,6,1,1,16,4,4
661,3.4461536,1,5,27,13,3,1,14,3,4
662,1.3999996,1,5,27,2.5,0,3,20,6,6
663,1.1878777,1,5,32,16.5,4,2,12,2,4
664,1.5076914,1,4,37,13,0,2,12,3,3
665,0.4,1,3,22,2.5,0,3,16,4,4
666,0.9230769,1,5,37,13,2,4,17,4,6
667,0.4,1,4,22,2.5,2,1,12,3,4
668,0.2121212,1,1,42,16.5,2,4,16,5,2
669,2.7151508,1,3,37,16.5,3,3,17,4,4
670,0.4,1,4,22,2.5,0,3,17,3,4
671,1.5076914,1,5,32,13,2,2,20,4,2
672,2.545454,1,3,37,16.5,2,3,17,4,5
673,0.2121212,1,4,32,16.5,4,3,12,2,4
674,0.7272727,1,4,32,16.5,2,2,14,3,5
675,0.7272727,1,5,37,16.5,2,4,17,3,3
676,0.3888888,1,3,27,9,2,1,12,3,5
677,1.9478254,1,3,42,23,3,3,9,3,5
678,1.333333,1,4,32,9,2,1,20,4,5
679,0.5833333,1,4,22,6,2,2,12,3,3
680,1.5076914,1,1,32,13,2,2,16,6,5
681,4.7999992,1,4,22,2.5,0,1,12,2,2
682,0.3888888,1,4,27,9,2,1,12,3,4
683,2,1,3,27,6,0,2,14,4,5
684,0.0769231,1,4,32,13,4,2,12,3,5
685,1.217391,1,5,42,23,3,4,12,2,4
686,1.1878777,1,2,37,16.5,3,1,14,3,4
687,1.333333,1,3,32,9,0,2,14,3,5
688,0.7272727,1,4,37,16.5,2,3,14,3,6
689,1.1878777,1,1,32,16.5,4,3,12,3,5
690,1.1878777,1,3,37,16.5,1,3,14,3,5
691,1.3999996,1,4,22,2.5,0,3,14,4,5
692,0.5833333,1,4,22,6,2,2,12,2,2
693,3.1999998,1,3,22,2.5,1,3,12,3,2
694,0.1666666,1,5,27,6,1,3,16,4,1
695,0.3888888,1,5,27,9,2,2,20,6,5
696,4.666666,1,4,22,6,1,2,12,5,4
697,0.7272727,1,1,32,16.5,3,1,20,4,2
698,4.8999996,1,5,22,2.5,0,2,16,4,4
699,1.1878777,1,4,42,16.5,3,2,14,3,5
700,0.2692307,1,4,32,13,2,4,16,4,6
701,0.3888888,1,4,32,9,2,2,16,4,5
702,0.8521735,1,2,42,23,4,1,12,3,4
703,0.7272727,1,3,42,16.5,2,2,14,4,4
704,0.7272727,1,4,42,16.5,1,3,14,4,5
705,0.9230769,1,4,32,13,3,2,16,4,5
706,4.7999992,1,4,27,2.5,0,2,14,5,5
707,3.2666645,1,4,27,6,1,1,14,3,4
708,1.333333,1,5,27,6,0,2,14,3,5
709,2,1,4,27,6,0,3,20,6,6
710,3.2666645,1,5,27,6,0,2,14,3,4
711,2.041666,1,4,27,6,2,2,12,4,4
712,0.5217391,1,4,42,23,1,3,14,3,4
713,2,1,5,22,6,1,3,12,3,3
714,0.0606061,1,3,37,16.5,3,3,14,4,5
715,0.8888888,1,4,27,9,2,3,14,4,4
716,0.9423077,1,4,42,13,0,3,12,2,4
717,1.3999996,1,4,27,2.5,0,2,14,3,5
718,2.1538458,1,2,32,13,3,2,16,4,2
719,1.1878777,1,4,37,16.5,4,2,12,5,5
720,7.8399963,1,2,22,2.5,0,2,16,2,5
721,0.5217391,1,5,42,23,1,3,12,5,2
722,2,1,3,27,6,2,1,16,4,5
723,1.3999996,1,3,22,2.5,0,2,14,3,5
724,1.333333,1,4,32,9,2,1,14,3,5
725,0.8888888,1,4,27,9,1,1,14,3,5
726,0.5833333,1,5,27,6,0,3,12,3,4
727,0.2692307,1,4,37,13,2,3,17,4,6
728,0.8521735,1,3,42,23,2,2,14,3,4
729,0.4,1,5,22,2.5,0,1,17,5,1
730,0.1521739,1,2,37,23,5.5,2,14,3,5
731,4.7999992,1,4,32,2.5,0,2,12,3,2
732,1.3999996,1,4,27,2.5,0,3,12,3,3
733,1.3999996,1,2,27,2.5,0,2,14,3,5
734,3.1999998,1,3,22,2.5,0,3,14,3,6
735,1.9478254,1,3,42,23,5.5,2,12,4,2
736,8.727272,1,3,37,16.5,3,3,14,3,3
737,4.666666,1,2,27,9,0,2,14,3,4
738,2.545454,1,2,37,16.5,3,1,12,3,2
739,3.1999998,1,3,22,2.5,2,3,17,4,2
740,2.041666,1,4,22,6,0,3,12,3,4
741,0.7272727,1,4,37,16.5,4,1,14,5,4
742,0.1111111,1,4,27,9,3,3,14,3,2
743,0.4,1,4,22,2.5,0,1,14,2,5
744,0.8521735,1,2,42,23,4,2,14,3,5
745,0.5833333,1,5,27,6,0,2,14,5,2
746,0.5833333,1,2,27,6,1,1,12,3,5
747,0.7272727,1,3,32,16.5,2,2,12,3,2
748,0.5326087,1,4,37,23,5.5,2,12,4,2
749,17.9199982,1,4,17.5,2.5,0,1,12,4,2
750,57.5999908,1,5,22,2.5,1,1,14,3,5
751,1.3999996,1,4,22,2.5,0,2,14,5,4
752,4.666666,1,3,27,9,2,2,14,3,5
753,2.1777763,1,2,32,9,2,2,16,4,5
754,0.4,1,5,22,2.5,0,1,14,2,2
755,0.4,1,3,22,2.5,1,3,14,5,4
756,7.4666662,1,3,27,9,2,3,12,5,5
757,0.0606061,1,4,27,16.5,5.5,2,14,4,4
758,0.2692307,1,4,32,13,2,3,14,3,5
759,0.8888888,1,4,27,9,2,2,16,3,4
760,2.1538458,1,5,32,13,2,2,17,4,4
761,7.4666672,1,4,27,6,1,3,14,4,1
762,0.2692307,1,4,32,13,3,4,12,3,5
763,4.7999992,1,3,27,2.5,1,2,16,4,2
764,0.5326087,1,3,42,23,3,2,14,3,5
765,0.4,1,4,27,2.5,0,1,12,3,2
766,4.7999992,1,4,22,2.5,0,1,14,4,4
767,1.5076914,1,5,32,13,2,1,14,2,2
768,1.333333,1,3,32,9,2,2,14,3,5
769,0.7424242,1,3,37,16.5,2,2,12,3,4
770,0.8521735,1,2,42,23,3,3,14,3,4
771,0.2121212,1,5,32,16.5,2,4,17,4,4
772,4.8999996,1,4,22,2.5,1,3,12,5,3
773,0.1111111,1,5,27,9,2,2,14,3,4
774,0.7424242,1,4,32,16.5,3,2,16,5,6
775,0.0606061,1,5,32,16.5,4,3,12,3,5
776,0.7424242,1,3,32,16.5,3,2,12,5,5
777,0.0434783,1,4,42,23,2,3,20,4,4
778,0.2121212,1,4,37,16.5,4,1,14,4,5
779,0.4,1,5,27,2.5,0,2,12,3,3
780,0.4,1,3,22,2.5,0,2,14,3,5
781,0.1521739,1,5,37,23,5.5,2,12,2,4
782,1.217391,1,4,42,23,2,2,12,3,5
783,11.1999989,1,4,22,6,2,1,12,2,4
784,0.5833333,1,5,27,6,1,4,12,5,5
785,0.5326087,1,5,42,23,3,3,12,3,2
786,0.1666666,1,3,27,6,2,2,14,4,4
787,2,1,4,27,6,2,1,16,4,5
788,0.7272727,1,2,42,16.5,1,2,20,4,4
789,1.1878777,1,2,37,16.5,4,2,14,3,5
790,0.0769231,1,1,32,13,2,1,12,2,4
791,0.4848484,1,3,37,16.5,4,4,14,5,3
792,4.666666,1,4,27,9,1,1,12,3,4
793,4.7999992,1,2,27,2.5,0,3,14,5,4
794,0.2121212,1,3,32,16.5,5.5,4,12,3,2
795,3.1999998,1,4,22,2.5,0,2,14,2,2
796,3.2666645,1,4,27,6,0,3,17,4,4
797,0.1111111,1,5,32,9,0,3,20,6,4
798,4.666666,1,3,22,6,0,2,17,4,3
799,3.1999998,1,4,22,2.5,2,2,12,3,2
800,2.9217386,1,4,42,23,1,2,14,3,6
801,7,1,3,27,6,0,2,14,3,4
802,0.8521735,1,4,37,23,5.5,2,9,3,4
803,7.8399963,1,4,22,2.5,1,3,14,5,5
804,1.333333,1,5,27,9,2,2,14,5,4
805,4.8999996,1,4,22,2.5,0,2,12,3,4
806,1.333333,1,3,27,9,2,3,14,3,5
807,0.1666666,1,4,22,6,1,2,12,3,4
808,0.5833333,1,4,27,6,2,3,14,4,5
809,0.8521735,1,3,42,23,2,2,14,3,5
810,0.5833333,1,4,22,6,1,2,12,3,4
811,0.2692307,1,4,32,13,3,2,14,2,5
812,0.0434783,1,5,42,23,4,3,14,2,2
813,0.9230769,1,4,27,13,2,3,12,5,4
814,2.1777763,1,4,27,9,1,2,14,5,4
815,1.333333,1,4,27,9,1,2,12,3,3
816,1.3999996,1,5,22,2.5,0,3,14,3,4
817,0.6153846,1,3,32,13,2,3,12,3,5
818,0.8521735,1,3,42,23,4,2,12,3,4
819,0.1666666,1,3,27,6,0,2,16,4,4
820,0.1521739,1,5,42,23,2,2,14,3,3
821,0.4848484,1,3,37,16.5,5.5,3,12,2,2
822,17.9199982,1,4,22,2.5,0,2,14,3,4
823,0.5326087,1,5,42,23,2,2,12,3,2
824,1.3999996,1,5,27,2.5,0,1,16,5,2
825,0.5326087,1,4,32,23,3,4,12,2,2
826,7.8399963,1,5,22,2.5,0,2,17,4,6
827,1.1878777,1,4,37,16.5,5.5,2,14,2,3
828,4.8999996,1,4,22,2.5,1,3,12,2,2
829,2,1,2,27,6,2,2,12,3,2
830,0.2121212,1,5,32,16.5,3,3,16,2,4
831,3.2666645,1,3,27,6,1,3,14,3,2
832,1.3999996,1,3,27,2.5,2,1,14,3,5
833,0.5326087,1,5,42,23,5.5,3,16,4,4
834,7.8399963,1,3,17.5,2.5,0,1,12,3,4
835,0.8521735,1,3,37,23,3,2,12,3,5
836,0.1666666,1,5,27,6,0,3,17,3,1
837,2.7151508,1,4,37,16.5,1,2,12,3,5
838,0.7424242,1,3,32,16.5,2,2,12,3,6
839,4.7999992,1,3,27,2.5,0,1,17,4,6
840,0.7424242,1,4,32,16.5,4,3,12,2,4
841,1.1878777,1,3,32,16.5,2,2,12,3,4
842,4.7999992,1,4,17.5,2.5,1,1,12,3,2
843,7.8399963,1,3,22,2.5,1,2,12,5,2
844,0.7272727,1,5,37,16.5,2,2,16,4,4
845,0.7272727,1,5,37,16.5,2,3,12,3,2
846,0.4,1,5,22,2.5,0,4,14,3,3
847,4.8999996,1,4,27,2.5,0,1,14,3,2
848,0.4,1,4,22,2.5,1,2,14,4,2
849,0.7272727,1,4,37,16.5,3,3,12,2,4
850,3.2666645,1,3,22,6,1,3,16,4,4
851,0.5833333,1,4,27,6,1,1,14,3,5
852,1.826086,1,1,42,23,3,3,12,3,4
853,3.2666645,1,3,22,6,2,3,12,2,4
854,0.4,1,3,22,2.5,1,2,12,4,1
855,4.7999992,1,4,22,2.5,1,3,16,3,3
856,3.1999998,1,2,22,2.5,2,1,12,2,4
857,4.8999996,1,5,22,2.5,1,3,14,2,5
858,1.3999996,1,4,22,2.5,0,3,14,3,5
859,0.5217391,1,4,42,23,5.5,3,12,5,5
860,0.1111111,1,3,27,9,1,1,14,3,5
861,1.9478254,1,3,37,23,4,2,12,3,2
862,0.7424242,1,4,37,16.5,3,3,12,5,2
863,7.8399963,1,5,22,2.5,1,2,14,4,1
864,11.1999998,1,2,27,2.5,0,1,14,3,3
865,1.3999996,1,5,22,2.5,1,2,16,4,4
866,4.7999992,1,4,22,2.5,1,3,12,3,3
867,0.1666666,1,4,27,6,2,2,14,3,5
868,0.4,1,5,22,2.5,0,3,16,4,4
869,1.333333,1,4,27,6,1,3,16,3,3
870,0.0434783,1,5,42,23,3,2,17,5,5
871,1.696969,1,5,37,16.5,4,2,12,3,2
872,7,1,2,27,6,0,1,14,3,4
873,1.1878777,1,4,32,16.5,3,4,14,3,5
874,0.7424242,1,5,37,16.5,5.5,3,20,4,6
875,0.4,1,5,27,2.5,2,2,16,3,2
876,4.666666,1,3,27,9,2,2,14,3,6
877,0.2692307,1,4,32,13,4,3,12,3,4
878,2.1777763,1,5,27,9,1,3,12,3,4
879,4.666666,1,5,32,6,3,1,14,3,2
880,1.696969,1,4,32,16.5,3,1,12,3,4
881,7.4666662,1,3,27,9,0,1,12,3,5
882,1.5076914,1,4,32,13,1,3,14,3,5
883,0.5217391,1,3,42,23,2,3,9,2,2
884,1.333333,1,3,22,6,1,2,12,3,2
885,0.3478261,1,4,37,23,3,3,12,5,2
886,0.3478261,1,5,42,23,3,3,16,4,2
887,3.2666645,1,2,22,6,0,2,12,3,3
888,0.2692307,1,3,37,13,2,2,12,3,5
889,0.9230769,1,3,32,13,2,2,16,3,5
890,0.4,1,3,22,2.5,0,2,12,3,3
891,0.5326087,1,3,42,23,5.5,3,14,3,4
892,0.7424242,1,2,32,16.5,2,2,16,4,6
893,2,1,4,27,6,2,3,14,5,4
894,0.7424242,1,4,37,16.5,3,4,16,4,5
895,0.3478261,1,5,37,23,3,1,12,3,5
896,3.1999998,1,3,22,2.5,0,3,14,3,3
897,4.7999992,1,3,22,2.5,0,2,12,3,5
898,0.3888888,1,4,22,9,3,2,14,3,3
899,0.0434783,1,3,42,23,2,1,12,2,5
900,1.5076914,1,4,32,13,1,1,12,3,2
901,11.1999998,1,3,22,2.5,1,2,12,2,4
902,0.0769231,1,2,37,13,3,2,14,4,2
903,0.1521739,1,5,42,23,2,3,12,5,5
904,0.7272727,1,2,37,16.5,3,3,16,4,2
905,2,1,3,27,6,1,2,14,4,4
906,3.1999998,1,5,22,2.5,0,2,14,4,4
907,4.7999992,1,3,22,2.5,1,3,14,4,3
908,0.2692307,1,4,32,13,3,1,14,3,4
909,1.3611107,1,5,27,9,2,1,16,3,5
910,7.8399963,1,4,22,2.5,0,3,14,3,2
911,0.1521739,1,5,42,23,3,3,12,5,2
912,1.3999996,1,3,22,2.5,1,3,14,3,2
913,3.2666645,1,4,27,6,1,2,17,4,2
914,0.7424242,1,4,37,16.5,3,3,14,4,2
915,2,1,5,27,6,1,3,14,3,2
916,0.4,1,4,22,2.5,4,3,12,2,4
917,2.1777763,1,2,32,9,2,2,14,4,5
918,4.8999996,1,4,22,2.5,1,3,17,4,1
919,2.041666,1,4,27,6,0,2,20,6,6
920,7.8399963,1,3,27,2.5,0,2,12,3,6
921,1.3999996,1,4,22,2.5,2,2,12,4,2
922,7.4666672,1,2,22,6,1,2,14,3,5
923,0.5833333,1,4,32,6,1,3,12,3,4
924,2.041666,1,5,22,6,0,2,14,3,1
925,0.8888888,1,4,32,9,2,2,12,3,2
926,0.1521739,1,2,42,23,4,2,17,4,2
927,0.8521735,1,1,37,23,4,2,9,2,5
928,0.1521739,1,4,37,23,2,2,14,4,4
929,2.1777763,1,4,27,9,0,2,17,4,5
930,0.1666666,1,2,22,6,2,2,12,4,4
931,2.041666,1,3,27,6,3,3,14,3,5
932,1.3999996,1,4,22,2.5,5.5,3,12,3,2
933,0.5833333,1,5,22,6,2,3,12,3,5
934,0.5833333,1,3,27,6,1,2,16,4,4
935,3.1999998,1,3,22,2.5,0,3,14,3,5
936,0.2121212,1,4,32,16.5,5.5,2,12,3,5
937,0.8888888,1,4,27,9,2,3,12,3,2
938,0.0434783,1,2,37,23,3,3,12,3,4
939,0.0434783,1,3,37,23,4,3,12,5,2
940,2.545454,1,3,32,16.5,5.5,2,12,3,3
941,1.3999996,1,3,22,2.5,0,2,16,5,4
942,1.217391,1,5,37,23,4,3,12,2,2
943,1.3999996,1,5,22,2.5,0,3,12,3,2
944,0.3888888,1,5,27,9,1,3,12,2,2
945,0.6153846,1,5,32,13,3,1,12,2,2
946,1.1878777,1,3,32,16.5,2,3,12,2,2
947,4.0727262,1,5,32,16.5,2,1,16,4,2
948,2,1,4,27,6,0,2,16,4,2
949,1.3999996,1,4,22,2.5,0,3,16,3,5
950,4.7999992,1,2,22,2.5,0,3,14,3,2
951,8.727272,1,4,37,16.5,2,3,14,3,5
952,2.041666,1,5,27,6,1,4,16,4,4
953,4.666666,1,3,22,6,1,3,12,4,4
954,1.3611107,1,2,32,9,2,3,14,2,4
955,3.2666645,1,4,27,6,2,1,14,3,1
956,16.7999878,1,3,27,2.5,0,1,17,5,4
957,2.041666,1,2,22,6,1,3,12,3,5
958,2.1777763,1,3,27,9,2,3,12,2,2
959,0.5217391,1,3,37,23,4,1,17,4,4
960,0.5326087,1,3,42,23,5.5,4,20,4,4
961,26.8799896,1,5,22,2.5,1,3,12,6,2
962,0.7272727,1,4,37,16.5,3,2,12,2,2
963,11.1999989,1,5,27,6,0,2,12,3,2
964,11.1999998,1,3,22,2.5,0,2,14,5,2
965,2.7151508,1,3,32,16.5,3,2,14,5,5
966,3.2666645,1,5,27,6,0,3,16,5,5
967,0.0434783,1,2,42,23,3,2,12,3,4
968,7.8399963,1,4,27,2.5,0,3,20,4,5
969,0.4,1,5,22,2.5,0,3,14,3,5
970,0.5833333,1,3,27,6,1,3,12,3,4
971,0.9423077,1,5,32,13,1,2,14,4,3
972,1.3999996,1,2,32,2.5,0,3,20,4,4
973,0.1111111,1,2,27,9,2,2,16,4,5
974,1.3999996,1,5,22,2.5,0,2,14,3,3
975,0.4,1,4,27,2.5,0,2,17,4,5
976,2,1,4,27,0.5,0,3,12,3,4
977,0.2692307,1,4,32,13,2,4,14,4,5
978,2.1777763,1,3,27,9,1,3,12,2,2
979,3.4461536,1,3,32,13,2,2,12,3,5
980,0.3888888,1,5,27,9,2,2,12,3,5
981,1.333333,1,5,22,6,1,2,12,3,2
982,3.4461536,1,3,32,13,0,1,12,3,4
983,0.3478261,1,3,37,23,2,3,14,4,5
984,1.1878777,1,5,32,16.5,1,3,12,3,2
985,1.1878777,1,3,32,16.5,3,1,14,3,6
986,7,1,5,22,6,0,1,14,4,4
987,5.1692305,1,4,37,13,0,2,20,2,6
988,0.5217391,1,3,42,23,3,2,14,5,4
989,7.8399963,1,4,22,2.5,0,3,14,3,4
990,5.1692305,1,4,27,13,3,3,14,6,5
991,1.9478254,1,2,42,23,1,1,20,6,6
992,1.3611107,1,2,27,9,2,3,14,2,2
993,2.041666,1,5,27,6,1,2,14,4,2
994,1.5076914,1,5,37,13,4,2,12,4,5
995,3.2666645,1,2,22,6,1,2,14,3,2
996,3.1999998,1,3,17.5,2.5,0,4,14,3,4
997,16.7999878,1,5,22,2.5,1,3,14,2,4
998,2,1,3,27,6,0,3,14,3,4
999,2.1777763,1,5,27,9,0,1,14,3,5
1000,1.5076914,1,3,32,13,3,2,14,3,6
1001,0.5217391,1,4,37,23,3,3,12,3,4
1002,0.3478261,1,4,42,23,1,2,12,5,5
1003,2.1777763,1,3,32,9,2,3,16,3,5
1004,0.5217391,1,5,42,23,3,4,14,5,6
1005,1.3611107,1,4,27,9,2,2,12,3,4
1006,1.1878777,1,4,32,16.5,3,3,14,5,5
1007,11.1999998,1,2,22,2.5,0,1,14,3,4
1008,5.818181,1,3,37,16.5,3,2,12,3,5
1009,0.4,1,3,22,2.5,0,2,14,3,4
1010,3.2666645,1,4,27,6,0,1,17,4,6
1011,0.2692307,1,5,32,13,3,3,14,6,6
1012,2.9217386,1,5,42,23,3,2,12,4,2
1013,1.3999996,1,5,22,2.5,1,3,14,3,2
1014,1.826086,1,4,42,23,2,3,12,3,5
1015,0.7272727,1,4,32,16.5,2,4,14,3,5
1016,3.1999998,1,3,27,2.5,2,1,14,4,2
1017,0.2121212,1,5,42,16.5,2,1,20,4,4
1018,0.4,1,5,22,2.5,0,2,14,5,4
1019,4.7999992,1,3,22,2.5,0,1,14,5,4
1020,3.1999998,1,4,27,2.5,0,2,16,3,5
1021,0.5833333,1,3,27,6,1,3,14,3,4
1022,0.5326087,1,4,42,23,2,3,14,3,5
1023,1.3999996,1,2,37,2.5,1,3,14,3,2
1024,0.5326087,1,2,42,23,2,3,14,3,5
1025,1.826086,1,1,42,23,2,1,14,5,5
1026,0.9423077,1,5,27,13,1,1,12,2,4
1027,4.9777775,1,5,32,9,1,3,20,3,3
1028,0.3888888,1,3,27,9,1,1,16,5,4
1029,2.1777763,1,4,27,9,2,2,12,4,4
1030,2.041666,1,4,27,6,2,3,14,6,5
1031,2.1777763,1,4,27,9,1,2,20,3,5
1032,0.2121212,1,2,37,16.5,3,2,20,4,4
1033,0.3888888,1,3,27,9,2,3,14,3,5
1034,0.5833333,1,5,27,6,1,2,14,4,6
1035,0.5326087,1,3,37,23,2,2,14,5,4
1036,0.9230769,1,4,27,13,1,4,14,3,5
1037,24,1,4,22,0.5,0,1,12,2,4
1038,0.1521739,1,5,42,23,5.5,4,12,3,4
1039,0.9423077,1,4,32,13,2,1,14,5,6
1040,0.8888888,1,4,27,9,2,1,16,4,4
1041,0.1666666,1,5,22,6,2,3,12,2,5
1042,1.1878777,1,2,37,16.5,2,1,12,3,6
1043,1.5076914,1,3,32,13,2,2,16,3,5
1044,2.1777763,1,4,27,9,0,1,12,3,5
1045,0.8521735,1,3,42,23,2,3,16,5,6
1046,2.1777763,1,4,27,9,2,3,14,3,4
