"","CODERESP","weight.coefficient","Country","Country.code","DURINT","Date.of.interview","CATI/CAWI","Language","A1","A2_01","A2_02","A2_03","A2_04","A2_05","A3","Q00A","Q00B","Q00C_1","Q01","Q02","Q03_1","Q04_1","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16B_1","Q16B_2","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q18MODE","Q18_01","Q18_02","Q18_03","Q18_04","Q18_05","Q18_06","Q18_07","Q18_08","Q18_09","Q18_10","Q18_11","Q18_12","Q18_13","Q18@_13","Q18B","Q18C","Q18D","Q18E_1","Q18E_2","Q18E_3","Q18E_4","Q18E_5","Q18E_6","Q18E_7","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q20_01","Q20_02","Q20_03","Q20_04","Q21","Q22","Q23","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25NEW","coderesp"
"51",2389748,1966.27281757957,"Spain","ES",5.4,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",31,"08025","1","1",NA,"08018","6","1",3,2,"3","-1","4",1,1,1,1,1,2,1,2,1,1,1,3,3,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2389748
"52",2389749,2197.38724299635,"Spain","ES",10.6333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",57,"49022","4","-1",NA,NA,"5","1",2,1,"5","-1","4",1,0,1,0,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,4,2,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2389749
"53",2389751,2024.28052997169,"Spain","ES",4.8,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",36,"08182","1","1",NA,"08182","6","1",2,2,"2","-1","4",1,0,2,0,2,2,1,1,1,1,1,0,0,2,2,2,2,2,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,2,1,1,1,4,4,4,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2389751
"54",2389753,7103.41947494809,"Spain","ES",7.73333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",53,"37005","7","-1",NA,NA,"3","1",3,3,"3","-1","4",1,0,3,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,3,2,2,4,2,4,2,3,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2389753
"55",2389755,1731.88409383233,"Spain","ES",9.43333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",30,"08906","1","1",NA,"08906","6","1",4,2,"3","-1","4",1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,3,3,2,2,1,1,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2389755
"56",2389756,1481.36285384566,"Spain","ES",12.3333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",53,"03690","4","-1",NA,NA,"5","1",3,3,"5","-1","1",2,0,1,0,1,1,2,1,2,2,2,2,2,2,2,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,4,4,4,4,1,1,4,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,3,2389756
"57",2389758,1731.88409383233,"Spain","ES",19.9166666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",30,"28027","4","-1",NA,NA,"6","1",6,4,"3","-1","2",2,0,2,0,1,1,1,2,2,2,2,5,5,2,2,2,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,1,3,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2389758
"58",2389759,1417.95341751772,"Spain","ES",11.4,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",21,"29601","1","1",NA,"29601","7","1",4,1,"3","-1","2",2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,0,1,0,0,1,1,-1,-1,-1,-1,4,-1,4,2389759
"59",2389760,1449.09955988522,"Spain","ES",14.6666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",33,"11500","5","1","11500",NA,"5","2",3,3,"5","-1","4",1,0,0,0,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2389760
"60",2389764,2300.87225693169,"Spain","ES",7.73333333333333,"2021-04-07","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",25,"03690","1","1",NA,"03690","6","1",4,1,"4","-1","2",1,0,2,1,2,2,1,2,2,1,2,0,0,1,1,2,1,2,2,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,NA,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,3,1,2389764
"61",2389765,1570.8880104414,"Spain","ES",6.18333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",46,"08026","1","1",NA,"08006","7","2",2,2,"2","-1","4",0,0,0,0,2,2,1,1,1,1,2,0,0,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,4,2389765
"62",2389766,10281.6378903628,"Spain","ES",5.06666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",36,"28039","2","1",NA,"28039","3","2",4,3,"5","-1","4",1,0,0,0,1,1,1,2,1,1,1,3,4,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2389766
"63",2389767,9807.22790416116,"Spain","ES",8.7,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","1",58,"29010","3","-1",NA,NA,"4","1",1,1,"1","2","-1",1,0,0,0,2,1,1,1,1,1,1,-1,-1,-1,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,1,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2389767
"64",2389768,1354.22807530952,"Spain","ES",10.1,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",52,"29011","1","1",NA,"29011","5","1",2,2,"2","-1","2",1,0,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2389768
"65",2389771,2053.69270802334,"Spain","ES",12.5,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",46,"46900","1","1",NA,"46009","8","1",5,3,"3","-1","4",1,1,2,1,2,2,2,2,2,2,1,4,4,2,1,1,1,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,0,1,0,0,2,-1,-1,4,-1,-1,-1,-1,6,2389771
"66",2389772,1654.56791114502,"Spain","ES",9.91666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",21,"28002","1","1",NA,"28002","6","1",3,2,"4","-1","4",2,0,2,0,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,2,2,2,3,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2389772
"67",2389773,2430.50087284619,"Spain","ES",8.31666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",29,"41400","1","1",NA,"41400","7","1",5,4,"3","-1","4",2,1,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,2,1,1,3,2,3,2,2,2,1,1,2,2,1,2,1,0,1,0,2,-1,-1,4,-1,-1,4,-1,2,2389773
"68",2389776,2597.10734154788,"Spain","ES",5.43333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",55,"37006","1","2",NA,"37001","6","1",1,1,"1","2","-1",1,0,0,0,1,1,1,1,1,1,1,-1,-1,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2389776
"69",2389777,1938.42658744753,"Spain","ES",5.45,"2021-04-04","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",38,"08002","1","1",NA,"08017","6","1",1,1,"1","2","-1",0,0,1,0,1,1,2,2,1,1,1,-1,-1,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,5,2389777
"70",2389780,10343.6302427646,"Spain","ES",13.2833333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",51,"41020","4","-1",NA,NA,"3","1",5,5,"3","-1","4",2,0,0,0,1,1,1,2,2,1,1,3,2,2,2,2,-1,-1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,2,2389780
"71",2389782,8874.19554334349,"Spain","ES",5.9,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",72,"03804","7","-1",NA,NA,"2","2",2,2,"2","-1","4",1,0,0,0,2,2,2,1,1,2,1,0,0,-1,-1,-1,2,2,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,4,4,1,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2389782
"72",2389783,2144.15557200174,"Spain","ES",14.7666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",36,"80004","1","1",NA,"08009","7","1",4,3,"3","-1","2",2,1,4,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,NA,1,2,1,3,4,3,2,3,3,1,1,1,1,2,1,0,1,0,0,2,1,1,3,-1,3,-1,2,5,2389783
"73",2389784,1766.32527610344,"Spain","ES",7.63333333333333,"2021-04-06","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",39,"41001","1","1",NA,"41001","7","1",4,3,"3","-1","4",1,0,3,1,2,2,2,2,2,2,1,0,0,2,2,2,1,1,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,3,-1,-1,4,2389784
"74",2389788,1710.65814500196,"Spain","ES",6.4,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",24,"35460","1","2",NA,"35460","6","1",4,4,"3","-1","4",2,0,0,0,2,2,2,1,2,2,2,2,0,2,2,2,2,1,1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,NA,2,1,1,2,2,4,4,3,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,1,2389788
"75",2389790,2139.22324785429,"Spain","ES",7.23333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",41,"29002","1","1",NA,"28046","5","2",4,4,"5","-1","2",1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,2,2389790
"76",2389791,2872.74339586887,"Spain","ES",8.45,"2021-04-04","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",55,"48007","4","-1",NA,NA,"6","1",4,4,"3","-1","4",0,0,2,0,1,1,1,2,2,2,1,2,1,2,2,2,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,4,4,4,4,4,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,1,2389791
"77",2389794,1866.72509501602,"Spain","ES",6.56666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",27,"08027","3","-1",NA,NA,"7","1",3,2,"3","-1","4",0,1,1,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,2,3,4,2,1,4,4,1,1,1,2,2,1,0,0,1,0,2,2,1,4,3,-1,-1,4,6,2389794
"78",2389796,1892.89529766044,"Spain","ES",9.86666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",57,"41020","1","1",NA,"41020","7","1",3,3,"3","-1","4",1,0,2,0,2,2,2,2,2,2,2,0,0,2,1,1,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,3,4,3,4,2,3,2,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,-1,3,2389796
"79",2389805,11268.6109686683,"Spain","ES",10.6666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",30,"08840","1","1",NA,"08840","3","1",4,2,"3","-1","2",2,1,1,1,2,2,2,2,2,2,2,0,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,3,2,3,2,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2389805
"80",2389806,2144.15557200174,"Spain","ES",10.5333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",37,"28006","1","1",NA,"28012","8","1",4,3,"3","-1","3",1,0,1,0,2,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2389806
"81",2389807,8747.3897668266,"Spain","ES",10.9166666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",49,"46612","2","1",NA,"46612","6","1",3,3,"3","-1","4",1,0,1,0,1,2,1,1,1,2,1,0,0,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,4,4,2,2,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2389807
"82",2389809,2899.863140612,"Spain","ES",24.0166666666667,"2021-04-04","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",57,"15570","4","-1",NA,NA,"6","1",3,3,"3","-1","4",1,1,1,0,1,2,2,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,NA,2,2,3,3,4,3,2,2,2,1,1,1,2,2,2,0,1,1,0,3,3,-1,-1,-1,-1,-1,-1,2,2389809
"83",2389810,1770.44340830011,"Spain","ES",11.7333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","1",51,"28039","1","1",NA,"28039","6","1",4,3,"3","-1","4",2,1,1,0,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,1,1,4,1,1,3,4,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2389810
"84",2389811,1481.36285384566,"Spain","ES",9.75,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",51,"28220","2","1",NA,"28220","5","1",3,1,"3","-1","4",3,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,2389811
"85",2389814,46673.7069701017,"Spain","ES",14.9,"2021-04-04","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",53,"17490","1","2",NA,"17489","2","1",4,4,"3","-1","4",2,1,1,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,2,4,2,2,2,2,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2389814
"86",2389816,1789.92778904867,"Spain","ES",9.93333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",44,"33212","1","1",NA,"33212","6","1",3,2,"3","-1","4",2,0,2,0,2,2,1,1,1,2,1,0,0,2,2,2,2,2,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,NA,2,1,1,3,4,3,4,1,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,2389816
"87",2389818,2053.69270802334,"Spain","ES",9.48333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",46,"03201","1","1",NA,"03201","7","1",4,3,"3","-1","4",1,0,3,0,1,2,1,2,2,2,2,0,0,2,2,2,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,3,4,4,4,2,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2389818
"88",2389823,2139.22324785429,"Spain","ES",6.28333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",40,"39006","1","1",NA,"39006","6","1",4,2,"3","-1","4",1,0,0,0,2,2,2,2,2,2,2,0,0,1,2,2,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2389823
"89",2389824,3087.69774996698,"Spain","ES",13.7,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",67,"11406","7","-1",NA,NA,"2","1",2,2,"2","-1","4",1,0,0,0,2,2,1,1,1,2,1,0,0,-1,-1,2,2,2,-1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,1,1,2,4,4,4,1,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2389824
"90",2389827,1417.95341751772,"Spain","ES",16.4,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",24,"34001","1","1",NA,"34001","6","1",4,3,"3","-1","4",2,1,3,1,1,2,2,2,1,2,1,4,2,2,1,1,1,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,2,3,2,2,1,1,1,1,1,1,1,0,1,0,0,2,2,1,4,3,4,4,4,2,2389827
"91",2389842,1866.72509501602,"Spain","ES",6.88333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",29,"28013","1","1",NA,"28013","8","1",3,3,"3","-1","4",2,2,2,2,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,3,3,3,2,3,2,3,2,3,1,1,1,1,1,0,1,0,0,1,1,1,-1,-1,1,1,1,5,2389842
"92",2389845,11743.7245485013,"Spain","ES",9.18333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",42,"33209","1","2",NA,"33204","2","1",4,2,"3","-1","4",2,0,0,0,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2389845
"93",2389847,8982.88045679584,"Spain","ES",10.65,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",40,"46026","1","2",NA,"46013","1","2",2,2,"5","-1","4",1,0,0,0,2,2,2,2,2,2,2,99999997,99999997,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,4,4,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,-1,1,2389847
"94",2389848,1895.16265961108,"Spain","ES",7.86666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",47,"46130","1","1",NA,"46022","6","1",2,2,"2","-1","4",1,0,2,0,2,2,2,2,2,2,2,0,0,2,2,2,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,2,2,4,2,4,1,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2389848
"95",2389851,2193.61126725114,"Spain","ES",5.3,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",37,"33013","1","1",NA,"33013","8","1",5,4,"3","-1","4",1,0,4,0,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2389851
"96",2389853,7864.517231118,"Spain","ES",7.06666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",37,"28850","2","1",NA,"28850","3","1",2,2,"4","-1","1",2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,3,3,4,3,4,4,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2389853
"97",2389854,1654.56791114502,"Spain","ES",9.2,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",20,"30800","5","2","30800",NA,"5","1",3,1,"4","-1","4",2,1,1,1,2,2,2,2,2,2,2,99999997,99999997,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,2,1,4,1,3,4,2,1,2,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,5,1,2389854
"98",2389855,2193.61126725114,"Spain","ES",8.43333333333333,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","2",37,"46520","1","1",NA,"46500","7","1",4,2,"3","-1","4",2,0,3,1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,1,4,2,2,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2389855
"99",2389857,1794.05475619199,"Spain","ES",6.56666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",35,"15403","1","1",NA,"15403","8","1",3,2,"3","-1","4",1,0,2,1,2,1,2,2,2,2,2,0,0,2,2,2,2,2,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2389857
"100",2389858,643.915337794034,"Spain","ES",6.25,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",65,"29601","1","1",NA,"29601","5","1",2,2,"2","-1","4",1,1,2,0,1,2,1,1,1,1,1,1,0,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,2,2,2,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2389858
"101",2389861,776.837238572602,"Spain","ES",7.1,"2021-04-04","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",65,"17257","2","1",NA,"17257","7","1",2,2,"5","-1","4",1,0,2,0,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,2,4,4,2,4,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2389861
"102",2389863,1324.73370911168,"Spain","ES",6.91666666666667,"2021-04-04","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",34,"28045","1","1",NA,"28045","7","1",2,2,"2","-1","4",1,0,0,0,1,2,2,2,1,1,2,0,1,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,2389863
